date,twoPM,fourPM,ninePM
"'May 21, 2016'",'206','746','906'
"'May 22, 2016'",'495','516','690'
"'May 23, 2016'",'840','782','286'
"'May 24, 2016'",'892','761','077'
"'May 25, 2016'",'439','624','778'
"'May 26, 2016'",'628','404','206'
"'May 27, 2016'",'666','242','258'
"'May 28, 2016'",'896','472','291'
"'May 29, 2016'",'380','423','307'
"'May 30, 2016'",'562','610','326'
"'May 31, 2016'",'036','729','896'
"'Jun 01, 2016'",'711','553','916'
"'Jun 02, 2016'",'654','723','996'
"'Jun 03, 2016'",'974','248','932'
"'Jun 04, 2016'",'846','976','879'
"'Jun 05, 2016'",'453','530','545'
"'Jun 06, 2016'",'208','458','738'
"'Jun 07, 2016'",'154','600','594'
"'Jun 08, 2016'",'254','709','954'
"'Jun 09, 2016'",'029','816','530'
"'Jun 10, 2016'",'460','832','067'
"'Jun 11, 2016'",'022','846','418'
"'Jun 12, 2016'",'756','994','000'
"'Jun 13, 2016'",'854','916','603'
"'Jun 14, 2016'",'831','285','531'
"'Jun 15, 2016'",'917','626','819'
"'Jun 16, 2016'",'806','704','708'
"'Jun 17, 2016'",'758','694','535'
"'Jun 18, 2016'",'618','389','835'
"'Jun 19, 2016'",'422','872','702'
"'Jun 20, 2016'",'495','209','477'
"'Jun 21, 2016'",'693','705','395'
"'Jun 22, 2016'",'260','578','349'
"'Jun 23, 2016'",'887','263','191'
"'Jun 24, 2016'",'951','468','516'
"'Jun 25, 2016'",'222','081','167'
"'Jun 26, 2016'",'130','633','575'
"'Jun 27, 2016'",'882','404','734'
"'Jun 28, 2016'",'711','487','302'
"'Jun 29, 2016'",'617','733','278'
"'Jun 30, 2016'",'416','132','650'
"'Jul 01, 2016'",'629','165','915'
"'Jul 02, 2016'",'414','138','363'
"'Jul 03, 2016'",'975','280','103'
"'Jul 04, 2016'",'251','491','735'
"'Jul 05, 2016'",'819','445','635'
"'Jul 06, 2016'",'131','929','343'
"'Jul 07, 2016'",'539','609','622'
"'Jul 08, 2016'",'803','307','747'
"'Jul 09, 2016'",'089','243','553'
"'Jul 10, 2016'",'651','871','963'
"'Jul 11, 2016'",'454','321','541'
"'Jul 12, 2016'",'564','744','332'
"'Jul 13, 2016'",'801','636','664'
"'Jul 14, 2016'",'329','240','467'
"'Jul 15, 2016'",'125','549','754'
"'Jul 16, 2016'",'991','284','119'
"'Jul 17, 2016'",'990','947','644'
"'Jul 18, 2016'",'196','433','206'
"'Jul 19, 2016'",'685','871','915'
"'Jul 20, 2016'",'788','531','909'
"'Jul 21, 2016'",'921','351','070'
"'Jul 22, 2016'",'641','627','068'
"'Jul 23, 2016'",'659','936','495'
"'Jul 24, 2016'",'457','034','399'
"'Jul 25, 2016'",'390','493','057'
"'Jul 26, 2016'",'327','206','720'
"'Jul 27, 2016'",'990','468','022'
"'Jul 28, 2016'",'495','533','090'
"'Jul 29, 2016'",'171','994','316'
"'Jul 30, 2016'",'015','287','300'
"'Jul 31, 2016'",'219','341','618'
"'Aug 01, 2016'",'635','526','375'
"'Aug 02, 2016'",'257','904','225'
"'Aug 03, 2016'",'805','421','166'
"'Aug 04, 2016'",'561','682','282'
"'Aug 05, 2016'",'855','199','146'
"'Aug 06, 2016'",'284','359','733'
"'Aug 07, 2016'",'329','867','116'
"'Aug 08, 2016'",'746','008','103'
"'Aug 09, 2016'",'369','789','708'
"'Aug 10, 2016'",'797','517','222'
"'Aug 11, 2016'",'416','198','128'
"'Aug 12, 2016'",'212','735','639'
"'Aug 13, 2016'",'659','959','558'
"'Aug 14, 2016'",'974','435','520'
"'Aug 15, 2016'",'295','275','989'
"'Aug 16, 2016'",'938','784','278'
"'Aug 17, 2016'",'240','405','511'
"'Aug 18, 2016'",'562','749','726'
"'Aug 19, 2016'",'114','682','881'
"'Aug 20, 2016'",'474','875','013'
"'Aug 21, 2016'",'932','512','035'
"'Aug 22, 2016'",'064','911','522'
"'Aug 23, 2016'",'552','281','553'
"'Aug 24, 2016'",'020','803','469'
"'Aug 25, 2016'",'605','556','278'
"'Aug 26, 2016'",'867','142','779'
"'Aug 27, 2016'",'574','698','180'
"'Aug 28, 2016'",'991','206','765'
"'Aug 29, 2016'",'829','176','186'
"'Aug 30, 2016'",'323','032','626'
"'Aug 31, 2016'",'417','817','729'
"'Sep 01, 2016'",'977','067','046'
"'Sep 02, 2016'",'600','275','703'
"'Sep 03, 2016'",'925','119','371'
"'Sep 04, 2016'",'245','022','337'
"'Sep 05, 2016'",'693','321','520'
"'Sep 06, 2016'",'355','797','170'
"'Sep 07, 2016'",'768','484','657'
"'Sep 08, 2016'",'232','017','344'
"'Sep 09, 2016'",'780','894','127'
"'Sep 10, 2016'",'009','191','435'
"'Sep 11, 2016'",'742','283','632'
"'Sep 12, 2016'",'599','757','971'
"'Sep 13, 2016'",'733','480','729'
"'Sep 14, 2016'",'477','982','415'
"'Sep 15, 2016'",'809','170','740'
"'Sep 16, 2016'",'518','002','371'
"'Sep 17, 2016'",'521','167','518'
"'Sep 18, 2016'",'398','582','432'
"'Sep 19, 2016'",'793','897','180'
"'Sep 20, 2016'",'834','839','471'
"'Sep 21, 2016'",'342','678','072'
"'Sep 22, 2016'",'629','266','237'
"'Sep 23, 2016'",'056','926','067'
"'Sep 24, 2016'",'882','307','778'
"'Sep 25, 2016'",'936','503','100'
"'Sep 26, 2016'",'766','797','062'
"'Sep 27, 2016'",'218','791','339'
"'Sep 28, 2016'",'547','858','065'
"'Sep 29, 2016'",'886','386','378'
"'Sep 30, 2016'",'243','519','177'
"'Oct 01, 2016'",'814','047','779'
"'Oct 02, 2016'",'401','709','800'
"'Oct 03, 2016'",'023','237','297'
"'Oct 04, 2016'",'325','915','559'
"'Oct 05, 2016'",'393','503','231'
"'Oct 06, 2016'",'178','370','930'
"'Oct 07, 2016'",'670','923','130'
"'Oct 08, 2016'",'370','230','767'
"'Oct 09, 2016'",'415','275','407'
"'Oct 10, 2016'",'238','110','001'
"'Oct 11, 2016'",'683','873','019'
"'Oct 12, 2016'",'170','974','299'
"'Oct 13, 2016'",'228','860','211'
"'Oct 14, 2016'",'736','370','562'
"'Oct 15, 2016'",'769','986','454'
"'Oct 16, 2016'",'059','341','672'
"'Oct 17, 2016'",'739','542','658'
"'Oct 18, 2016'",'716','433','985'
"'Oct 19, 2016'",'301','452','368'
"'Oct 20, 2016'",'857','176','191'
"'Oct 21, 2016'",'348','334','882'
"'Oct 22, 2016'",'714','405','986'
"'Oct 23, 2016'",'396','887','262'
"'Oct 24, 2016'",'692','806','473'
"'Oct 25, 2016'",'087','534','782'
"'Oct 26, 2016'",'983','111','837'
"'Oct 27, 2016'",'072','174','688'
"'Oct 28, 2016'",'503','255','862'
"'Oct 29, 2016'",'996','433','633'
"'Oct 30, 2016'",'531','925','697'
"'Oct 31, 2016'",'774','373','359'
"'Nov 01, 2016'",'235','838','288'
"'Nov 02, 2016'",'831','801','883'
"'Nov 03, 2016'",'740','990','128'
"'Nov 04, 2016'",'179','672','626'
"'Nov 05, 2016'",'710','471','245'
"'Nov 06, 2016'",'593','554','133'
"'Nov 07, 2016'",'366','911','318'
"'Nov 08, 2016'",'623','472','906'
"'Nov 09, 2016'",'595','161','461'
"'Nov 10, 2016'",'913','607','250'
"'Nov 11, 2016'",'641','160','745'
"'Nov 12, 2016'",'545','972','923'
"'Nov 13, 2016'",'606','874','735'
"'Nov 14, 2016'",'990','333','045'
"'Nov 15, 2016'",'107','534','112'
"'Nov 16, 2016'",'172','858','446'
"'Nov 17, 2016'",'529','449','336'
"'Nov 18, 2016'",'077','231','317'
"'Nov 19, 2016'",'736','424','396'
"'Nov 20, 2016'",'312','804','208'
"'Nov 21, 2016'",'532','299','470'
"'Nov 22, 2016'",'509','128','280'
"'Nov 23, 2016'",'271','918','845'
"'Nov 24, 2016'",'351','003','478'
"'Nov 25, 2016'",'922','907','752'
"'Nov 26, 2016'",'039','871','423'
"'Nov 27, 2016'",'896','060','498'
"'Nov 28, 2016'",'442','058','081'
"'Nov 29, 2016'",'446','786','841'
"'Nov 30, 2016'",'491','527','014'
"'Dec 01, 2016'",'377','375','324'
"'Dec 02, 2016'",'273','574','175'
"'Dec 03, 2016'",'746','123','009'
"'Dec 04, 2016'",'220','172','260'
"'Dec 05, 2016'",'095','030','120'
"'Dec 06, 2016'",'557','704','968'
"'Dec 07, 2016'",'023','222','211'
"'Dec 08, 2016'",'785','072','634'
"'Dec 09, 2016'",'351','171','769'
"'Dec 10, 2016'",'746','613','724'
"'Dec 11, 2016'",'449','683','321'
"'Dec 12, 2016'",'619','015','451'
"'Dec 13, 2016'",'751','537','997'
"'Dec 14, 2016'",'196','047','423'
"'Dec 15, 2016'",'451','242','007'
"'Dec 16, 2016'",'635','550','448'
"'Dec 17, 2016'",'314','009','423'
"'Dec 18, 2016'",'171','509','222'
"'Dec 19, 2016'",'895','088','456'
"'Dec 20, 2016'",'211','006','505'
"'Dec 21, 2016'",'737','791','670'
"'Dec 22, 2016'",'030','996','325'
"'Dec 23, 2016'",'614','547','760'
"'Dec 24, 2016'",'619','077','795'
"'Dec 26, 2016'",'266','631','701'
"'Dec 27, 2016'",'861','654','018'
"'Dec 28, 2016'",'824','236','257'
"'Dec 29, 2016'",'150','747','116'
"'Dec 30, 2016'",'227','905','146'
"'Dec 31, 2016'",'173','462','040'
"'Jan 02, 2017'",'451','266','899'
"'Jan 03, 2017'",'512','335','971'
"'Jan 04, 2017'",'103','947','216'
"'Jan 05, 2017'",'203','390','301'
"'Jan 06, 2017'",'351','045','029'
"'Jan 07, 2017'",'384','447','959'
"'Jan 08, 2017'",'533','427','866'
"'Jan 09, 2017'",'672','194','608'
"'Jan 10, 2017'",'256','853','510'
"'Jan 11, 2017'",'464','364','748'
"'Jan 12, 2017'",'381','437','159'
"'Jan 13, 2017'",'896','103','888'
"'Jan 14, 2017'",'603','373','163'
"'Jan 15, 2017'",'520','283','218'
"'Jan 16, 2017'",'946','529','192'
"'Jan 17, 2017'",'925','138','950'
"'Jan 18, 2017'",'312','797','215'
"'Jan 19, 2017'",'029','399','809'
"'Jan 20, 2017'",'177','755','863'
"'Jan 21, 2017'",'036','566','436'
"'Jan 22, 2017'",'187','077','308'
"'Jan 23, 2017'",'675','706','583'
"'Jan 24, 2017'",'609','669','806'
"'Jan 25, 2017'",'723','805','509'
"'Jan 26, 2017'",'207','231','481'
"'Jan 27, 2017'",'320','159','347'
"'Jan 28, 2017'",'369','663','074'
"'Jan 29, 2017'",'754','493','113'
"'Jan 30, 2017'",'468','927','716'
"'Jan 31, 2017'",'465','912','219'
"'Feb 01, 2017'",'251','259','287'
"'Feb 02, 2017'",'470','351','720'
"'Feb 03, 2017'",'903','351','366'
"'Feb 04, 2017'",'349','099','573'
"'Feb 05, 2017'",'492','110','718'
"'Feb 06, 2017'",'168','576','646'
"'Feb 07, 2017'",'101','952','653'
"'Feb 08, 2017'",'794','399','442'
"'Feb 09, 2017'",'187','387','316'
"'Feb 10, 2017'",'639','336','677'
"'Feb 11, 2017'",'886','949','546'
"'Feb 12, 2017'",'887','239','023'
"'Feb 13, 2017'",'918','094','283'
"'Feb 14, 2017'",'070','185','544'
"'Feb 15, 2017'",'676','193','088'
"'Feb 16, 2017'",'630','106','567'
"'Feb 17, 2017'",'006','512','250'
"'Feb 18, 2017'",'318','765','076'
"'Feb 19, 2017'",'629','550','879'
"'Feb 20, 2017'",'329','262','029'
"'Feb 21, 2017'",'913','586','819'
"'Feb 22, 2017'",'576','059','757'
"'Feb 23, 2017'",'303','805','860'
"'Feb 24, 2017'",'486','466','686'
"'Feb 25, 2017'",'126','671','850'
"'Feb 26, 2017'",'006','525','242'
"'Feb 27, 2017'",'486','281','408'
"'Feb 28, 2017'",'676','947','746'
"'Mar 01, 2017'",'656','837','295'
"'Mar 02, 2017'",'013','452','872'
"'Mar 03, 2017'",'897','223','445'
"'Mar 04, 2017'",'685','225','099'
"'Mar 05, 2017'",'828','630','862'
"'Mar 06, 2017'",'452','826','698'
"'Mar 07, 2017'",'308','999','494'
"'Mar 08, 2017'",'354','611','153'
"'Mar 09, 2017'",'008','462','052'
"'Mar 10, 2017'",'121','306','525'
"'Mar 11, 2017'",'471','398','577'
"'Mar 12, 2017'",'418','125','881'
"'Mar 13, 2017'",'269','438','056'
"'Mar 14, 2017'",'598','374','476'
"'Mar 15, 2017'",'072','879','152'
"'Mar 16, 2017'",'481','556','468'
"'Mar 17, 2017'",'785','721','727'
"'Mar 18, 2017'",'965','524','126'
"'Mar 19, 2017'",'733','681','475'
"'Mar 20, 2017'",'278','175','147'
"'Mar 21, 2017'",'911','928','429'
"'Mar 22, 2017'",'448','021','507'
"'Mar 23, 2017'",'913','372','705'
"'Mar 24, 2017'",'126','789','258'
"'Mar 25, 2017'",'632','403','279'
"'Mar 26, 2017'",'911','109','762'
"'Mar 27, 2017'",'932','276','885'
"'Mar 28, 2017'",'976','861','321'
"'Mar 29, 2017'",'364','427','108'
"'Mar 30, 2017'",'894','008','365'
"'Mar 31, 2017'",'220','247','945'
"'Apr 01, 2017'",'358','282','682'
"'Apr 02, 2017'",'003','366','506'
"'Apr 03, 2017'",'111','149','044'
"'Apr 04, 2017'",'863','995','479'
"'Apr 05, 2017'",'237','907','658'
"'Apr 06, 2017'",'621','421','545'
"'Apr 07, 2017'",'059','622','150'
"'Apr 08, 2017'",'048','544','407'
"'Apr 09, 2017'",'814','029','416'
"'Apr 10, 2017'",'049','223','525'
"'Apr 11, 2017'",'873','940','272'
"'Apr 12, 2017'",'509','537','169'
"'Apr 17, 2017'",'838','691','421'
"'Apr 18, 2017'",'667','830','277'
"'Apr 19, 2017'",'143','475','055'
"'Apr 20, 2017'",'503','334','021'
"'Apr 21, 2017'",'043','076','282'
"'Apr 22, 2017'",'515','713','601'
"'Apr 23, 2017'",'642','640','404'
"'Apr 24, 2017'",'871','808','229'
"'Apr 25, 2017'",'942','227','620'
"'Apr 26, 2017'",'047','678','744'
"'Apr 27, 2017'",'028','031','890'
"'Apr 28, 2017'",'197','704','003'
"'Apr 29, 2017'",'725','922','170'
"'Apr 30, 2017'",'580','588','285'
"'May 01, 2017'",'632','087','488'
"'May 02, 2017'",'502','425','113'
"'May 03, 2017'",'192','112','037'
"'May 04, 2017'",'900','227','854'
"'May 05, 2017'",'210','061','286'
"'May 06, 2017'",'121','592','248'
"'May 07, 2017'",'807','495','830'
"'May 08, 2017'",'044','557','250'
"'May 09, 2017'",'961','709','747'
"'May 10, 2017'",'889','017','747'
"'May 11, 2017'",'652','339','323'
"'May 12, 2017'",'936','696','381'
"'May 13, 2017'",'382','347','369'
"'May 14, 2017'",'147','345','696'
"'May 15, 2017'",'122','187','971'
"'May 16, 2017'",'895','384','775'
"'May 17, 2017'",'889','414','703'
"'May 18, 2017'",'508','661','690'
"'May 19, 2017'",'552','229','824'
"'May 20, 2017'",'893','955','609'
"'May 21, 2017'",'979','538','721'
"'May 22, 2017'",'958','895','202'
"'May 23, 2017'",'629','089','053'
"'May 24, 2017'",'290','999','973'
"'May 25, 2017'",'934','356','148'
"'May 26, 2017'",'963','953','731'
"'May 27, 2017'",'233','246','746'
"'May 28, 2017'",'850','410','133'
"'May 29, 2017'",'931','436','868'
"'May 30, 2017'",'444','017','747'
"'May 31, 2017'",'522','160','048'
"'Jun 01, 2017'",'870','013','799'
"'Jun 02, 2017'",'641','835','354'
"'Jun 03, 2017'",'952','406','943'
"'Jun 04, 2017'",'154','021','179'
"'Jun 05, 2017'",'462','580','381'
"'Jun 06, 2017'",'771','574','663'
"'Jun 07, 2017'",'023','463','906'
"'Jun 08, 2017'",'773','640','579'
"'Jun 09, 2017'",'357','736','084'
"'Jun 10, 2017'",'847','647','687'
"'Jun 11, 2017'",'840','498','002'
"'Jun 12, 2017'",'150','183','402'
"'Jun 13, 2017'",'727','794','121'
"'Jun 14, 2017'",'975','744','086'
"'Jun 15, 2017'",'919','147','022'
"'Jun 16, 2017'",'349','077','743'
"'Jun 17, 2017'",'203','983','678'
"'Jun 18, 2017'",'711','779','441'
"'Jun 19, 2017'",'854','214','678'
"'Jun 20, 2017'",'206','502','088'
"'Jun 21, 2017'",'088','520','832'
"'Jun 22, 2017'",'618','650','205'
"'Jun 23, 2017'",'623','232','856'
"'Jun 24, 2017'",'297','946','894'
"'Jun 25, 2017'",'224','993','064'
"'Jun 26, 2017'",'242','447','629'
"'Jun 27, 2017'",'172','730','239'
"'Jun 28, 2017'",'375','453','467'
"'Jun 29, 2017'",'421','619','683'
"'Jun 30, 2017'",'502','586','970'
"'Jul 01, 2017'",'308','891','627'
"'Jul 02, 2017'",'555','289','816'
"'Jul 03, 2017'",'921','666','644'
"'Jul 04, 2017'",'227','291','908'
"'Jul 05, 2017'",'565','483','912'
"'Jul 06, 2017'",'183','913','988'
"'Jul 07, 2017'",'463','970','405'
"'Jul 08, 2017'",'172','442','759'
"'Jul 09, 2017'",'017','755','338'
"'Jul 10, 2017'",'298','223','513'
"'Jul 11, 2017'",'612','099','551'
"'Jul 12, 2017'",'163','073','509'
"'Jul 13, 2017'",'808','542','468'
"'Jul 14, 2017'",'543','773','233'
"'Jul 15, 2017'",'727','370','893'
"'Jul 16, 2017'",'250','138','729'
"'Jul 17, 2017'",'714','210','027'
"'Jul 18, 2017'",'160','957','265'
"'Jul 19, 2017'",'881','599','474'
"'Jul 20, 2017'",'623','801','604'
"'Jul 21, 2017'",'730','525','093'
"'Jul 22, 2017'",'817','586','267'
"'Jul 23, 2017'",'153','806','340'
"'Jul 24, 2017'",'774','641','501'
"'Jul 25, 2017'",'902','339','836'
"'Jul 26, 2017'",'781','832','663'
"'Jul 27, 2017'",'389','613','518'
"'Jul 28, 2017'",'821','768','519'
"'Jul 29, 2017'",'918','013','079'
"'Jul 30, 2017'",'003','001','092'
"'Jul 31, 2017'",'728','399','344'
"'Aug 01, 2017'",'977','229','558'
"'Aug 02, 2017'",'919','187','312'
"'Aug 03, 2017'",'872','945','117'
"'Aug 04, 2017'",'791','007','905'
"'Aug 05, 2017'",'056','333','131'
"'Aug 06, 2017'",'387','217','700'
"'Aug 07, 2017'",'306','064','700'
"'Aug 08, 2017'",'322','262','541'
"'Aug 09, 2017'",'127','937','738'
"'Aug 10, 2017'",'995','839','933'
"'Aug 11, 2017'",'624','433','164'
"'Aug 12, 2017'",'704','101','766'
"'Aug 13, 2017'",'582','018','974'
"'Aug 14, 2017'",'128','798','662'
"'Aug 15, 2017'",'524','650','158'
"'Aug 16, 2017'",'834','711','272'
"'Aug 17, 2017'",'048','164','754'
"'Aug 18, 2017'",'242','745','526'
"'Aug 19, 2017'",'105','198','760'
"'Aug 20, 2017'",'594','660','266'
"'Aug 21, 2017'",'521','411','810'
"'Aug 22, 2017'",'235','045','998'
"'Aug 23, 2017'",'242','288','111'
"'Aug 24, 2017'",'544','384','999'
"'Aug 25, 2017'",'243','321','262'
"'Aug 26, 2017'",'103','224','502'
"'Aug 27, 2017'",'091','723','677'
"'Aug 28, 2017'",'275','392','087'
"'Aug 29, 2017'",'946','134','078'
"'Aug 30, 2017'",'501','673','348'
"'Aug 31, 2017'",'194','053','423'
"'Sep 01, 2017'",'896','792','641'
"'Sep 02, 2017'",'317','665','100'
"'Sep 03, 2017'",'123','109','898'
"'Sep 04, 2017'",'010','213','912'
"'Sep 05, 2017'",'610','001','857'
"'Sep 06, 2017'",'820','935','561'
"'Sep 07, 2017'",'310','855','377'
"'Sep 08, 2017'",'544','464','168'
"'Sep 09, 2017'",'156','021','842'
"'Sep 10, 2017'",'822','073','973'
"'Sep 11, 2017'",'044','986','619'
"'Sep 12, 2017'",'465','529','325'
"'Sep 13, 2017'",'525','183','420'
"'Sep 14, 2017'",'603','968','295'
"'Sep 15, 2017'",'417','414','313'
"'Sep 16, 2017'",'751','524','604'
"'Sep 17, 2017'",'681','878','245'
"'Sep 18, 2017'",'868','371','189'
"'Sep 19, 2017'",'929','397','417'
"'Sep 20, 2017'",'927','680','698'
"'Sep 21, 2017'",'323','687','562'
"'Sep 22, 2017'",'451','052','051'
"'Sep 23, 2017'",'813','748','369'
"'Sep 24, 2017'",'228','738','946'
"'Sep 25, 2017'",'102','822','781'
"'Sep 26, 2017'",'629','949','414'
"'Sep 27, 2017'",'496','403','975'
"'Sep 28, 2017'",'248','855','831'
"'Sep 29, 2017'",'560','406','129'
"'Sep 30, 2017'",'796','558','733'
"'Oct 01, 2017'",'506','281','473'
"'Oct 02, 2017'",'873','731','312'
"'Oct 03, 2017'",'804','688','216'
"'Oct 04, 2017'",'767','269','505'
"'Oct 05, 2017'",'030','060','689'
"'Oct 06, 2017'",'810','274','707'
"'Oct 07, 2017'",'846','769','855'
"'Oct 08, 2017'",'204','034','135'
"'Oct 09, 2017'",'858','420','571'
"'Oct 10, 2017'",'427','481','140'
"'Oct 11, 2017'",'101','801','100'
"'Oct 12, 2017'",'272','358','520'
"'Oct 13, 2017'",'209','722','604'
"'Oct 14, 2017'",'368','287','700'
"'Oct 15, 2017'",'022','274','574'
"'Oct 16, 2017'",'639','755','034'
"'Oct 17, 2017'",'123','738','588'
"'Oct 18, 2017'",'712','687','420'
"'Oct 19, 2017'",'012','411','424'
"'Oct 20, 2017'",'787','090','621'
"'Oct 21, 2017'",'540','762','238'
"'Oct 22, 2017'",'563','772','680'
"'Oct 23, 2017'",'061','667','253'
"'Oct 24, 2017'",'838','791','691'
"'Oct 25, 2017'",'237','070','730'
"'Oct 26, 2017'",'997','885','316'
"'Oct 27, 2017'",'124','907','864'
"'Oct 28, 2017'",'414','307','131'
"'Oct 29, 2017'",'057','855','298'
"'Oct 30, 2017'",'214','594','515'
"'Oct 31, 2017'",'788','317','072'
"'Nov 01, 2017'",'856','568','411'
"'Nov 02, 2017'",'073','497','724'
"'Nov 03, 2017'",'953','945','465'
"'Nov 04, 2017'",'047','202','858'
"'Nov 05, 2017'",'150','576','916'
"'Nov 06, 2017'",'606','955','219'
"'Nov 07, 2017'",'732','972','142'
"'Nov 08, 2017'",'839','499','060'
"'Nov 09, 2017'",'892','845','720'
"'Nov 10, 2017'",'891','956','722'
"'Nov 11, 2017'",'759','778','992'
"'Nov 12, 2017'",'734','301','636'
"'Nov 13, 2017'",'965','608','242'
"'Nov 14, 2017'",'643','408','083'
"'Nov 15, 2017'",'037','343','822'
"'Nov 16, 2017'",'770','391','398'
"'Nov 17, 2017'",'811','817','110'
"'Nov 18, 2017'",'168','126','034'
"'Nov 19, 2017'",'275','763','863'
"'Nov 20, 2017'",'660','185','774'
"'Nov 21, 2017'",'306','525','618'
"'Nov 22, 2017'",'495','361','577'
"'Nov 23, 2017'",'564','621','059'
"'Nov 24, 2017'",'202','373','367'
"'Nov 25, 2017'",'084','143','545'
"'Nov 26, 2017'",'842','270','741'
"'Nov 27, 2017'",'412','744','455'
"'Nov 28, 2017'",'455','974','919'
"'Nov 29, 2017'",'300','327','919'
"'Nov 30, 2017'",'056','131','193'
"'Dec 01, 2017'",'935','874','591'
"'Dec 02, 2017'",'668','907','699'
"'Dec 03, 2017'",'042','798','017'
"'Dec 04, 2017'",'585','847','458'
"'Dec 05, 2017'",'551','593','283'
"'Dec 06, 2017'",'416','218','140'
"'Dec 07, 2017'",'829','544','870'
"'Dec 08, 2017'",'911','376','081'
"'Dec 09, 2017'",'593','788','348'
"'Dec 10, 2017'",'827','293','573'
"'Dec 11, 2017'",'882','275','863'
"'Dec 12, 2017'",'814','865','455'
"'Dec 13, 2017'",'555','201','822'
"'Dec 14, 2017'",'646','779','593'
"'Dec 15, 2017'",'818','546','803'
"'Dec 16, 2017'",'437','064','962'
"'Dec 17, 2017'",'038','656','885'
"'Dec 18, 2017'",'161','666','402'
"'Dec 19, 2017'",'266','200','562'
"'Dec 20, 2017'",'595','328','146'
"'Dec 21, 2017'",'822','036','363'
"'Dec 22, 2017'",'020','599','620'
"'Dec 23, 2017'",'288','154','926'
"'Dec 24, 2017'",'996','058','753'
"'Dec 26, 2017'",'753','144','540'
"'Dec 27, 2017'",'824','860','284'
"'Dec 28, 2017'",'256','436','181'
"'Dec 29, 2017'",'226','675','507'
"'Dec 30, 2017'",'186','122','876'
"'Dec 31, 2017'",'651','531','095'
"'Jan 02, 2018'",'103','593','449'
"'Jan 03, 2018'",'750','324','268'
"'Jan 04, 2018'",'933','719','519'
"'Jan 05, 2018'",'250','932','213'
"'Jan 06, 2018'",'213','556','723'
"'Jan 07, 2018'",'831','201','461'
"'Jan 08, 2018'",'999','327','200'
"'Jan 09, 2018'",'725','733','655'
"'Jan 10, 2018'",'292','192','280'
"'Jan 11, 2018'",'970','461','783'
"'Jan 12, 2018'",'003','411','306'
"'Jan 13, 2018'",'994','628','424'
"'Jan 14, 2018'",'836','042','118'
"'Jan 15, 2018'",'982','974','479'
"'Jan 16, 2018'",'380','994','887'
"'Jan 17, 2018'",'335','488','521'
"'Jan 18, 2018'",'760','686','805'
"'Jan 19, 2018'",'531','418','047'
"'Jan 20, 2018'",'378','424','475'
"'Jan 21, 2018'",'166','510','288'
"'Jan 22, 2018'",'907','335','530'
"'Jan 23, 2018'",'801','434','658'
"'Jan 24, 2018'",'361','343','267'
"'Jan 25, 2018'",'386','757','214'
"'Jan 26, 2018'",'078','221','001'
"'Jan 27, 2018'",'934','517','384'
"'Jan 28, 2018'",'984','200','164'
"'Jan 29, 2018'",'998','806','312'
"'Jan 30, 2018'",'960','052','085'
"'Jan 31, 2018'",'265','986','001'
"'Feb 01, 2018'",'380','065','880'
"'Feb 02, 2018'",'578','520','855'
"'Feb 03, 2018'",'469','925','146'
"'Feb 04, 2018'",'313','915','967'
"'Feb 05, 2018'",'890','925','751'
"'Feb 06, 2018'",'181','460','482'
"'Feb 07, 2018'",'336','037','216'
"'Feb 08, 2018'",'138','631','856'
"'Feb 09, 2018'",'353','202','751'
"'Feb 10, 2018'",'197','937','974'
"'Feb 11, 2018'",'782','617','516'
"'Feb 12, 2018'",'778','323','919'
"'Feb 13, 2018'",'719','569','988'
"'Feb 14, 2018'",'615','231','941'
"'Feb 15, 2018'",'820','020','438'
"'Feb 16, 2018'",'209','120','008'
"'Feb 17, 2018'",'722','135','991'
"'Feb 18, 2018'",'506','209','876'
"'Feb 19, 2018'",'323','828','269'
"'Feb 20, 2018'",'606','328','377'
"'Feb 21, 2018'",'844','111','319'
"'Feb 22, 2018'",'880','453','387'
"'Feb 23, 2018'",'457','166','671'
"'Feb 24, 2018'",'852','404','842'
"'Feb 25, 2018'",'232','564','164'
"'Feb 26, 2018'",'035','242','096'
"'Feb 27, 2018'",'972','330','593'
"'Feb 28, 2018'",'163','405','011'
"'Mar 01, 2018'",'824','451','353'
"'Mar 02, 2018'",'207','053','236'
"'Mar 03, 2018'",'971','410','303'
"'Mar 04, 2018'",'523','577','318'
"'Mar 05, 2018'",'244','549','382'
"'Mar 06, 2018'",'105','120','515'
"'Mar 07, 2018'",'053','990','298'
"'Mar 08, 2018'",'105','507','808'
"'Mar 09, 2018'",'962','965','665'
"'Mar 10, 2018'",'700','431','806'
"'Mar 11, 2018'",'155','851','770'
"'Mar 12, 2018'",'563','377','339'
"'Mar 13, 2018'",'379','969','547'
"'Mar 14, 2018'",'458','888','345'
"'Mar 15, 2018'",'768','166','197'
"'Mar 16, 2018'",'683','067','057'
"'Mar 17, 2018'",'332','290','520'
"'Mar 18, 2018'",'225','279','874'
"'Mar 19, 2018'",'118','897','727'
"'Mar 20, 2018'",'169','431','098'
"'Mar 21, 2018'",'162','007','369'
"'Mar 22, 2018'",'145','604','604'
"'Mar 23, 2018'",'663','379','948'
"'Mar 24, 2018'",'561','178','394'
"'Mar 25, 2018'",'160','252','946'
"'Mar 26, 2018'",'190','754','647'
"'Mar 27, 2018'",'216','561','416'
"'Mar 28, 2018'",'339','148','313'
